Albany,Goshen,Harrisburg,Jasper,Jefferson,Mehama,Monroe,Salem,Vida,Waterloo,BLU5A,CGR5A,DET5A,DOR5A,FAL5A,FOS_loc,FRN5M,GPR5A,GPR5H,HCR5A,HCR5H,LOP_loc,LOP5E,DEX_loc,BCL_loc,COT5A
74.190016,13.875232,60.031616,16.4803776,108.736512,23.502944,11.6948384,97.69296,76.1155584,-62.8916128,513,830,2056,588,508,3141,486,1478,2223,875,1200,2570,0,0,0,234
98.542464,16.6502784,35.679168,17.3015648,107.037504,37.095008,22.4552224,94.578112,80.1082272,-46.2130176,736,1083,2966,696,641,3260,916,2225,2156,1129,1410,3166,0,0,0,249
176.413664,4.530688,33.413824,17.556416,130.823616,63.995968,20.7562144,127.4256,94.011776,-65.553392,874,1415,4409,851,714,3789,833,3377,2240,1612,1770,4274,0,0,0,204
194.253248,37.5480768,56.067264,24.06928,156.3370528,84.9504,27.2690784,130.25728,126.576096,-118.4491744,1708,2365,7076,1325,906,5353,1275,5208,3176,3178,1770,6748,0,0,0,322
295.91056,58.5591424,99.958304,39.077184,357.1597984,259.665056,62.9482464,-8.49504,262.9498048,-228.5448928,5791,5529,21242,3360,1753,9350,2904,15169,2846,7672,1780,13796,0,0,0,799
363.587712,130.1440128,226.5344,62.8066624,569.7623328,248.055168,49.9225184,84.9504,356.7067296,-238.1726048,5271,7802,25432,4511,3455,9302,3850,21508,2881,9820,1770,17038,0,0,0,1392
342.63328,84.525648,316.015488,74.1616992,519.2168448,134.5048,38.5957984,203.88096,309.219456,-254.7379328,3341,6076,14488,3433,3242,9461,3711,9023,2921,7159,3200,14245,0,0,0,1110
207.278976,53.2639008,188.30672,73.62368,394.9060928,93.44544,30.6670944,90.61376,193.403744,-255.3325856,1610,3525,8884,2019,1713,9610,2477,1147,3755,4365,5990,12621,0,0,0,675
144.982016,36.7835232,241.825472,67.393984,352.402576,84.9504,23.5878944,150.07904,161.972096,-258.7022848,1095,2673,6904,1486,1211,10627,1608,1932,6607,3400,5910,11200,0,0,0,510
67.677152,34.8579808,259.09872,57.3698368,323.9158752,67.96032,24.7205664,99.1088,147.24736,-255.0211008,905,2196,6008,1186,913,10115,1205,3192,7615,2865,4710,9227,0,0,0,412
22.087104,26.4195744,257.966048,38.2559968,284.300672,59.46528,19.4536416,144.41568,142.99984,-183.0964288,831,1819,5155,924,774,7426,1135,2622,5323,2218,2160,5745,0,0,0,359
-24.635616,21.520768,147.530528,20.1615616,189.72256,59.46528,7.4473184,263.34624,139.601824,-110.6337376,710,1535,4330,768,651,4972,1064,2144,3195,1882,1640,4595,0,0,0,307
47.855392,17.5280992,101.94048,18.7457216,137.6479648,48.13856,7.8437536,240.6928,129.5210432,-60.4846848,580,1322,3519,651,572,2912,910,1581,1475,1619,1590,4110,0,0,0,275
55.4159776,13.9884992,67.393984,15.9706752,123.8293664,39.077184,6.512864,172.73248,117.2881856,-46.1847008,489,1131,3078,538,496,2894,766,1431,1617,1396,1570,3742,0,0,0,252
69.4894272,13.8469152,67.110816,15.6308736,88.631584,27.750464,9.2879104,121.479072,112.6442304,-39.501936,415,1042,2763,479,433,2611,676,1193,1498,1228,1160,3093,0,0,0,229
47.3740064,11.7797888,50.545488,14.9512704,95.3426656,31.14848,6.2863296,125.726592,104.913744,-32.5076864,404,993,2603,434,430,2199,598,1143,1143,1151,793,2605,0,0,0,225
68.5832896,10.6754336,35.3110496,15.2344384,80.136544,27.467296,6.088112,84.100896,106.0180992,-28.0902656,445,973,2717,489,553,2230,723,1391,1073,1142,812,2586,0,0,0,259
102.7333504,16.1688928,39.926688,16.28216,99.391968,24.06928,8.7215744,49.271232,101.7422624,-57.3698368,391,873,2286,543,580,3557,878,1265,2495,1041,1410,2991,0,0,0,273
83.0814912,14.6397856,41.342528,15.715824,107.887008,21.2376,7.1641504,69.37616,94.0967264,-61.1926048,339,770,2044,451,487,3419,751,1066,2497,938,1740,3179,0,0,0,236
81.8072352,10.7320672,13.875232,12.176224,108.453344,21.2376,0.70792,62.013792,89.4527712,-64.7605216,309,719,2098,408,393,3468,798,1112,2557,872,1660,3021,0,0,0,197
136.8550944,0.8211872,-42.192032,7.928704,113.2672,16.140576,2.3502944,63.146464,87.215744,-87.0175264,296,667,1936,380,319,3730,767,978,2887,844,1570,2887,0,0,0,124
293.07888,50.97024,16.706912,53.80192,186.607712,235.02944,41.9938144,-107.60384,177.5180192,-174.2049536,2693,2167,10364,1938,1469,7412,2004,10914,3850,2718,1550,5777,0,0,0,584
492.145984,52.9807328,308.65312,49.837568,807.0288,245.789824,52.1878624,-161.40576,219.3985664,-253.152192,3357,3341,12261,3400,2305,10025,2781,10737,4210,4344,1560,8313,0,0,0,988
312.90064,45.30688,267.027424,37.378176,455.334144,215.490848,33.4987744,438.9104,186.041376,-208.694816,2118,2811,12421,1929,1552,8116,2277,8310,3830,3104,1560,6386,0,0,0,616
178.962176,33.7253088,165.65328,27.1558112,357.074848,132.522624,27.0708608,569.16768,165.086944,-164.662192,1565,2480,9258,1309,1149,7088,1619,5479,3807,2551,1560,5526,0,0,0,471
135.92064,26.3629408,142.716672,28.4867008,246.922496,81.835552,17.7546336,464.39552,146.9925088,-123.319664,1146,2041,6774,988,859,6378,1269,2236,3051,2204,937,4401,0,0,0,372
84.2141632,20.1898784,102.789984,13.5071136,185.47504,66.54448,11.1001856,362.45504,133.4570784,-73.7086304,900,1777,5354,786,726,3824,1029,2805,1836,1863,314,3250,0,0,0,316
105.904832,16.8201792,67.5922016,10.9586016,139.601824,49.5544,9.344544,249.18784,119.0155104,-44.9104448,754,1542,4420,665,585,2729,879,2125,1108,1657,318,2894,0,0,0,272
107.3773056,13.9884992,49.8658848,8.9764256,100.52464,41.342528,8.1835552,178.39584,115.8723456,-24.8338336,672,1432,3993,599,542,1985,715,1822,556,1597,319,2802,0,0,0,242
94.3798944,12.4310752,42.3619328,7.8437536,81.552384,37.661344,7.3340512,150.07904,112.5026464,0.3398016,586,1338,3558,527,462,1120,657,2014,31,1494,320,2642,0,0,0,212
83.6195104,11.043552,40.0399552,6.7110816,57.483104,30.298976,6.6261312,116.948384,103.8093888,2.3786112,514,1209,3206,468,414,965,598,1762,43,1359,323,2436,0,0,0,201
72.4343744,9.7409792,31.9413504,7.8437536,56.6336,29.166304,5.946528,105.338496,99.7317696,3.6245504,453,1111,2971,419,391,882,509,1611,74,1262,324,2285,0,0,0,185
67.7904192,8.6932576,28.033632,10.4205824,47.996976,24.918784,5.4651424,98.259296,96.0222688,4.7005888,400,1039,2610,381,352,800,461,1488,91,1164,326,2135,0,0,0,176
60.7678528,8.0136544,25.909872,9.8542464,44.174208,24.06928,5.0687072,87.498912,91.8030656,4.7855392,357,923,2339,347,341,720,391,1393,138,1063,327,1655,0,0,0,163
56.067264,7.5322688,24.1542304,9.2879104,39.1904512,21.803936,4.7572224,75.322688,88.6882176,4.1342528,319,842,2116,326,301,980,421,877,282,993,328,1569,0,0,0,154
52.6975648,7.1924672,22.9932416,9.0047424,34.3765952,20.104928,4.389104,65.411808,85.4034688,3.9926688,309,826,2060,348,313,661,453,1343,143,1027,328,1612,0,0,0,161
53.8868704,7.3340512,21.6057184,9.8542464,38.1144128,22.087104,6.1164288,50.403904,86.507824,3.7095008,346,853,2031,391,341,1007,700,1160,171,986,327,1560,0,0,0,189
76.7668448,10.7887008,30.8369952,10.9586016,50.3472704,21.2376,12.884144,45.30688,85.0636672,0.3964352,312,738,1916,459,401,1013,991,1005,238,947,307,1492,0,0,0,225
60.6545856,10.052464,29.02472,10.1090976,44.4007424,19.255424,7.8154368,64.279136,81.8638688,-2.9449472,275,692,1676,439,329,904,651,864,232,876,308,1402,0,0,0,208
54.1134048,8.8914752,26.5045248,9.2595936,40.3231232,18.40592,5.6916768,57.199936,78.0977344,-8.8914752,258,674,1668,395,342,816,548,821,187,866,307,1389,0,0,0,183
52.8391488,8.353456,19.11384,7.8437536,49.8658848,19.538592,5.804944,44.174208,76.9367456,-17.273248,305,681,1867,444,329,1106,616,557,227,945,309,1489,0,0,0,190
136.486976,10.8736512,14.5548352,7.5322688,78.5508032,35.962336,17.839584,34.263328,83.7610944,-17.8679008,599,833,2662,871,296,1617,1194,1558,270,1605,316,2321,0,0,0,230
193.2904768,14.299984,24.06928,9.486128,96.1638528,51.536576,20.5013632,107.887008,88.8298016,-17.9245344,703,974,3343,1020,449,1984,1453,1863,261,2087,319,2927,0,0,0,242
151.8063648,15.0362208,27.2124448,10.0241472,90.896928,43.607872,15.3760224,138.185984,88.3200992,-5.521776,632,970,3212,945,406,1434,1281,2230,86,2090,319,2930,0,0,0,245
130.5970816,13.2805792,30.8936288,11.6665216,72.774176,39.077184,11.1001856,127.142432,87.9802976,-4.9837568,565,981,3217,776,426,1296,1087,2174,79,1869,318,2653,0,0,0,222
137.4214304,15.0362208,36.6985728,11.4966208,72.6609088,38.510848,14.1867168,109.302848,90.1606912,-21.2376,671,1059,3891,876,456,1643,1322,2453,273,1983,322,2800,0,0,0,227
184.1441504,14.6964192,25.768288,11.751472,124.0842176,55.500928,11.1568192,117.231552,97.8628608,-48.9314304,865,1221,4539,1083,629,2576,1600,2901,784,2105,320,2951,0,0,0,324
200.482944,21.3508672,20.671264,17.4431488,144.132512,54.368256,13.5354304,127.4256,114.8529408,-68.4133888,1053,1408,4399,2385,1127,3776,1254,3079,1660,2625,327,3607,0,0,0,563
151.211712,27.5805632,56.067264,14.9229536,145.9447872,45.873216,12.0063232,127.4256,105.1402784,-72.8024928,813,1236,3852,1564,801,3321,1184,2449,1658,2125,791,3414,0,0,0,415
82.260304,19.0855232,47.855392,12.7142432,134.5048,35.962336,8.070288,138.469152,97.2398912,-71.1318016,638,1123,3198,1096,607,2997,987,1965,1633,1847,1240,3519,0,0,0,336
97.7495936,14.5548352,24.06928,13.8185984,135.2693536,46.72272,6.2013792,90.61376,107.9719584,-68.809824,851,1530,4408,1434,723,3217,1178,2769,1577,3075,332,4229,0,0,0,375
172.3360448,19.1987904,35.112832,14.3566176,164.095856,68.809824,14.6114688,79.28704,119.5535296,-71.8680384,914,1617,4855,1657,910,3631,1105,3298,1670,3247,334,4390,0,0,0,362
182.360192,39.4169856,28.3168,19.7084928,179.7833632,67.677152,18.2077024,110.43552,122.0170912,-72.4343744,1121,1410,5105,2164,1047,3538,1826,3506,1356,3064,911,4699,0,0,0,710
232.764096,43.8627232,55.784096,19.4536416,178.3392064,59.182112,25.2869024,152.91072,119.4685792,-76.172192,933,1493,4430,2007,1015,3478,1737,3050,1501,2709,1490,4839,0,0,0,636
160.839424,37.8312448,73.057344,16.9617632,171.7980256,45.30688,21.6057184,172.73248,114.966208,-92.9074208,724,1504,3688,1460,795,4065,1575,2553,2407,2227,1490,4272,0,0,0,525
109.586016,26.4195744,57.483104,14.6964192,162.7083328,43.607872,17.1882976,209.54432,107.8020576,-66.4878464,586,1166,3182,1066,649,2970,1350,1946,1638,1859,1490,3813,0,0,0,426
102.789984,22.2003712,52.669248,13.8469152,127.4256,35.396,11.3833536,154.043392,102.1953312,-63.3446816,517,1049,2913,946,626,2921,1207,1787,1706,1633,1490,3530,0,0,0,394
95.144448,18.0094848,45.30688,13.2805792,131.956288,33.98016,8.8348416,136.203808,96.418704,-55.8124128,453,915,2524,756,520,2228,1029,1420,1209,1454,1490,3307,0,0,0,351
80.986048,15.57424,39.077184,11.8647392,103.073152,30.865312,8.070288,122.328576,91.8313824,-30.6104608,404,854,2218,793,538,1927,798,1352,979,1264,1490,3069,0,0,0,305
70.0274464,15.7441408,40.4647072,11.0152352,18.689088,26.617792,8.2968224,99.675136,89.4527712,50.0357856,384,806,2055,681,479,1464,677,1193,624,1187,865,2385,0,0,0,283
59.7201312,12.4310752,33.555408,10.1657312,-56.916768,24.352448,6.0314784,94.86128,85.6016864,105.055328,372,768,2074,650,418,769,585,1094,3,1096,320,1724,0,0,0,251
58.7856768,10.8736512,29.73264,9.2312768,-79.853376,23.219776,5.4368256,73.340512,82.2036704,122.9232288,350,743,1837,601,404,706,549,1046,7,1051,296,1611,0,0,0,231
53.4338016,9.6560288,27.8354144,8.49504,-45.30688,22.087104,4.9837568,63.429632,80.0799104,83.5911936,340,718,1864,556,389,675,512,942,1,995,298,1541,0,0,0,201
48.2235104,8.6649408,24.8621504,8.353456,-37.378176,21.803936,4.672272,56.6336,79.0605056,72.3211072,322,705,1806,516,339,664,474,954,18,984,309,1538,0,0,0,202
45.9864832,8.211872,23.0498752,8.1835552,-35.679168,21.803936,4.4740544,52.102912,77.9278336,69.517744,307,706,1789,519,339,628,436,909,19,984,319,1818,0,0,0,189
43.324704,7.4473184,23.2480928,7.6172192,-47.289056,20.388096,4.1625696,49.5544,74.8696192,78.8056544,277,656,1652,465,313,601,397,849,40,913,319,1711,0,0,0,176
38.510848,6.796032,21.3508672,7.5322688,-51.819744,18.122752,3.9360352,45.590048,73.2272448,80.136544,274,663,1670,421,314,576,357,814,35,888,316,1669,0,0,0,158
36.1888704,6.3429632,17.7829504,6.8809824,-56.6336,19.538592,3.8794016,42.192032,72.4626912,83.392976,297,696,1822,405,302,602,358,899,20,929,319,1734,0,0,0,163
39.077184,6.654448,17.1599808,7.4756352,-37.944512,20.104928,3.8510848,35.679168,74.9828864,59.2387456,330,835,1976,467,317,675,402,984,19,1122,315,2026,0,0,0,164
38.5391648,6.9092992,17.1882976,8.0136544,-22.65344,22.087104,3.8510848,23.502944,79.7684256,45.1086624,364,964,2128,635,469,927,404,1157,156,1386,317,2429,0,0,0,178
52.9807328,12.2611744,11.468304,11.3550368,-15.57424,30.298976,5.9182112,18.972256,89.6509888,47.3456896,648,1281,2992,1140,605,1458,923,786,786,2118,313,3541,0,0,0,290
115.4759104,39.9833216,22.370272,19.11384,7.928704,45.873216,15.2061216,28.033632,105.2535456,54.7646912,804,1381,3275,1571,989,1342,1774,5147,92,2391,308,3951,0,0,0,546
158.5457632,43.4946048,67.677152,23.0215584,30.582144,46.156384,18.0661184,46.439552,100.0715712,44.0043072,793,1184,2963,1568,1090,1672,1820,2350,126,2088,315,3497,0,0,0,587
87.6971296,18.3209696,35.962336,19.3403744,36.81184,39.64352,1.557424,92.595936,91.7181152,10.1090976,650,1125,2670,1380,968,2110,1350,2007,711,1783,948,3620,0,0,0,435
115.1361088,24.0126464,35.962336,17.3581984,66.261312,41.908864,12.5443424,43.89104,92.9640544,-11.9213728,639,1164,2714,1355,819,2560,918,2147,1137,1756,1490,4132,0,0,0,389
81.269216,21.3225504,28.883136,16.7635456,61.447456,46.72272,9.5710784,60.597952,98.9105824,4.1342528,878,1168,3219,1446,932,2714,1034,2565,1071,1998,1490,4535,0,0,0,397
124.59392,27.1558112,-11.893056,24.6072992,98.542464,73.62368,8.778208,36.81184,130.0590624,-33.1872896,1495,1821,4704,2564,1622,3879,1064,2478,290,3197,1500,6371,0,0,0,652
173.015648,49.1579648,54.651424,29.5061056,135.071136,57.199936,8.8348416,31.14848,125.6133248,-52.8957824,1088,1561,4067,2533,1712,4778,996,3266,2431,2636,2110,6089,0,0,0,699
97.126624,44.0892576,72.20784,25.4001696,133.372128,44.457376,7.3340512,73.62368,110.860272,-65.4967584,852,1306,3227,1804,1260,4803,775,2667,2876,2220,2310,5682,0,0,0,538
60.031616,30.865312,53.518752,18.0944352,117.51472,37.661344,6.0314784,96.27712,103.8377056,-52.1595456,695,1127,2915,1351,973,4395,763,2171,2815,1847,1860,4701,0,0,0,425
55.784096,22.5968064,57.766272,20.671264,78.720704,36.528672,3.2281152,94.011776,98.3442464,10.6471168,623,1047,2592,1160,844,2856,675,1861,1496,1646,1620,4142,0,0,0,381
46.9209376,20.0766112,47.005888,20.3314624,32.281152,32.281152,2.7184128,94.294944,94.86128,41.8239136,557,981,2376,1160,916,2064,672,1707,836,1528,1490,3827,0,0,0,360
50.3472704,18.1793856,44.457376,18.1510688,16.706912,28.599968,2.8599968,77.304864,91.180096,39.8700544,532,944,2344,1079,806,1470,762,1559,371,1413,1490,3643,0,0,0,355
67.2807168,29.0813536,35.679168,23.7011616,12.459392,32.847488,6.9942496,62.29696,97.1549408,52.38608,595,1034,2321,1498,1344,1274,841,1798,25,1603,1500,3942,0,0,0,558
116.665216,34.7447136,52.38608,25.2302688,15.57424,30.582144,9.8259296,42.758368,96.27712,43.324704,575,976,2167,1626,1413,1282,847,1725,84,1606,1490,3937,0,0,0,539
75.322688,26.0231392,56.350432,21.7473024,23.219776,28.3168,5.2952416,58.332608,90.189008,17.556416,562,981,2105,1463,1150,1951,727,1666,797,1544,1480,3834,0,0,0,443
54.7080576,21.4641344,37.944512,17.8112672,-2.265344,27.184128,2.4918784,66.261312,87.7537632,47.572224,570,1003,2042,1300,998,1883,636,1619,784,1513,1500,3804,0,0,0,355
59.9183488,17.6130496,32.847488,16.2538432,-14.441568,27.750464,4.0776192,52.952416,86.2812896,56.067264,568,1069,2097,1146,776,1846,525,1549,766,1526,1500,3825,0,0,0,347
47.3173728,15.2344384,21.520768,13.1389952,-9.344544,27.467296,3.398016,46.439552,86.4511904,46.3546016,543,1057,2196,947,678,1961,465,1482,893,1503,1490,3781,0,0,0,334
53.4621184,13.9601824,13.025728,12.6292928,39.64352,25.768288,4.3041536,35.962336,85.233568,-5.946528,488,996,2150,788,600,1967,353,1408,943,1410,1500,3648,0,0,0,348
53.8585536,13.45048,18.689088,14.4982016,41.342528,26.051456,0.9061376,32.56432,89.5943552,-1.0194048,552,1084,2355,763,621,2054,615,1496,923,1497,1510,3791,0,0,0,264
71.783088,15.0928544,28.3168,14.8946368,65.694976,26.334624,1.3875232,30.298976,92.1428672,-23.9560128,568,1143,2368,722,597,2134,528,1511,973,1648,1340,3862,0,0,0,257
69.9708128,19.9067104,13.875232,13.1956288,69.942496,21.2376,2.2087104,33.130656,92.9923712,-23.36136,586,1163,2299,863,687,2394,580,1530,1207,1812,1220,3989,0,0,0,342
107.4905728,24.3241312,30.582144,19.6235424,52.38608,22.370272,4.530688,41.05936,96.9567232,-3.398016,592,1169,2355,1146,735,2483,440,1465,1231,1852,1220,4043,0,0,0,363
83.6478272,28.7981856,16.140576,21.7473024,35.962336,27.184128,-0.3398016,51.819744,98.4575136,16.2255264,816,1436,2973,1333,1021,2800,849,2147,1066,2218,1390,5152,0,0,0,488
183.8326656,51.5648928,-8.49504,52.669248,156.875072,66.261312,7.9570208,-107.60384,145.265184,-150.645376,1852,2403,5151,3631,2607,10006,654,6037,4935,3390,1490,7249,0,0,0,961
204.730464,52.6975648,124.027584,40.776192,322.528352,60.314784,6.229696,-90.61376,131.106784,-223.2213344,1100,1936,4056,2416,1669,8467,684,4010,5365,2635,2530,6948,0,0,0,663
37.7179776,45.9015328,172.73248,50.687072,252.01952,44.457376,0.2548512,70.792,128.558272,-141.7539008,897,1849,3829,1772,1447,6279,663,2971,3871,2640,2940,7405,0,0,0,522
-51.5932096,28.5716512,110.718688,26.334624,175.56416,41.05936,6.0314784,99.1088,130.1440128,-113.5786848,790,1782,3820,1684,1487,5974,498,2591,3740,2570,2230,6640,0,0,0,454
13.7619648,25.2585856,86.083072,20.388096,137.619648,41.625696,1.7839584,101.94048,122.5834272,-68.66824,729,1644,3619,1625,1335,4704,429,2424,2603,2385,1940,6012,0,0,0,397
29.7609568,25.2302688,72.774176,18.40592,116.09888,39.360352,1.8122752,79.28704,117.2598688,-64.9587392,653,1522,3312,1543,1155,4369,392,2161,2519,2169,1710,5412,0,0,0,374
28.1468992,22.5401728,67.96032,15.6875072,123.461248,42.192032,1.840592,84.9504,111.2567072,-57.2848864,578,1381,3177,1251,951,4125,381,1894,2520,1874,1480,4680,0,0,0,331
28.4300672,17.9245344,53.80192,14.3283008,82.11872,30.298976,2.6617792,86.649408,105.0836448,-11.185136,531,1312,2752,1013,828,2346,384,1691,941,1749,1460,4436,0,0,0,301
32.989072,14.8380032,42.192032,15.5459232,46.72272,28.883136,2.265344,60.88112,105.338496,-2.3219776,500,1376,2620,931,745,2307,415,1618,973,1742,1400,4367,0,0,0,288
50.8003392,11.9496896,24.635616,17.1599808,56.6336,38.794016,1.0194048,32.847488,117.6846208,-9.4578112,718,1668,3213,1190,966,2540,573,2453,872,2060,1400,4903,0,0,0,341
91.5765312,18.689088,27.467296,20.671264,84.9504,38.22768,3.0582144,-7.362368,118.647392,-64.5056704,735,1578,3127,1748,1130,4309,472,2548,2620,1953,1450,4767,0,0,0,391
79.9666432,22.9932416,69.942496,19.82176,131.106784,40.493024,3.9077184,11.32672,111.709776,-66.6577472,621,1370,2877,1420,974,4388,381,2318,2858,1776,1630,4639,0,0,0,350
17.8679008,20.4447296,77.021696,19.0005728,140.734496,39.360352,3.0865312,76.45536,103.35632,-59.6918144,521,1216,2576,1073,847,3268,283,1922,1940,1539,1420,4050,0,0,0,294
1.6423744,15.149488,65.694976,17.0467136,95.3709824,29.166304,4.1908864,96.560288,99.3353344,-29.6760064,458,1111,2358,857,649,1632,237,1566,504,1468,1150,3663,0,0,0,245
8.6083072,12.8275104,36.10392,11.9496896,56.2654816,25.768288,3.0582144,69.092992,95.0311808,-10.194048,435,1094,2383,732,449,1099,221,1408,70,1408,1010,3414,0,0,0,225
32.8758048,11.4399872,28.0902656,11.1568192,45.4201472,22.936608,3.5396,43.041536,91.5482144,-8.353456,395,1002,2289,638,447,999,213,1199,93,1366,1020,3342,0,0,0,203
29.3928384,9.5993952,22.1437376,9.769296,43.89104,20.104928,2.4635616,36.81184,88.9430688,-14.1300832,354,1023,2199,551,447,1069,150,1129,237,1339,926,3209,0,0,0,181
31.7997664,8.1269216,22.8233408,8.8914752,32.1112512,18.689088,2.1803936,35.679168,86.5361408,-6.3429632,316,946,2040,486,441,1168,197,1021,419,1290,901,3096,0,0,0,164
26.9859104,7.3340512,20.5013632,10.194048,30.3272928,16.99008,1.982176,33.413824,84.100896,-6.3146464,297,921,1972,442,388,766,150,938,79,1297,879,3087,0,0,0,153
26.617792,6.512864,13.5071136,8.6932576,25.5417536,15.857408,1.6140576,28.599968,82.401888,-6.7393984,278,910,1974,403,338,1311,150,819,691,1291,883,3078,0,0,0,142
28.1185824,4.4740544,-0.849504,8.1552384,24.06928,14.724736,1.41584,26.051456,79.7684256,-7.1641504,230,868,1937,350,299,3385,103,908,2753,1268,1090,3233,0,0,0,130
33.130656,5.4368256,7.78712,8.353456,22.511856,15.007904,1.2176224,20.954432,81.269216,-6.8809824,205,812,1881,324,271,3185,57,761,2631,1249,1030,3158,0,0,0,121
