,Site1,Site2,Site3,Site4,Site5,Site6,Site7
45,2515,4257,4525,4715.5,4582,4828,3946.5
46,506,483,1547,4332.5,2744,4869.5,5205.5
47,1222,3018,3854.5,3174.5,3754,1734,711.5
48,2042.5,3239.5,4481,5040.5,4904,5289.5,5226.5
49,293,498.5,416.5,1925,1026,2679.5,3880
50,1138,2218,3932.5,4219.5,5160.5,4970.5,3258
51,282,436,855,4556,3599.5,4029.5,4566
52,1241,3805,3386.5,4711,2476,2827.5,5360
53,573,1048,849.5,1284,555.5,5294.5,5262.5
54,4227,4363.5,4750.5,4595.5,3947,4537,3520
55,1442,2778.5,4646,5010,4930.5,5075,5574.5
56,3115.5,4125.5,4626.5,5199.5,5418.5,5143,5651.5
57,2051,4600,4984.5,5496,5431,5719,5753
58,2474,2634.5,2991,5625.5,5558.5,5826,5819.5
59,1784.5,3585,4340.5,5513,5608,5876,5927.5
60,1812,4027.5,3719,5719.5,5546,5947,5618.5
61,5264,5245,3413,5638,1351,5849.5,5884.5
62,5347.5,5455,5249.5,5653,4297,4843,5733
63,1538,1004,1828,5428,2173,5861.5,5815
64,5425.5,5505.5,2137,5998.5,4723.5,5613.5,4038.5
65,2618.5,2200,4282,5893.5,5905.5,6268,6249
66,2405,5408.5,4596,5979,5852.5,6186.5,6124
67,5409,5349.5,5594,6102,5321.5,5865,6245
68,3748,5322,5802,6239,6174.5,6400,5674
69,4742,5167.5,5175.5,6257,6226.5,6451,6275
70,2759,2806,4608,5522,4917.5,5878.5,6208
71,2895.5,2830,2882,3520,2967,5064,3551
72,5569,5645,3114,2886,5410,2508.5,3746
73,4706.5,5251,5765,6256.5,6084,5946,6242
74,5778.5,4527,4039.5,5463.5,1100,6080.5,6197.5
75,5973,5858,5028,6359.5,4740,6415,6279
76,5896.5,6035,5905,6603,5731.5,6762,6505.5
77,5355.5,5265.5,5378,6515,5671,6666,6679.5
78,4684.5,4398.5,5042,6275.5,5087,6012.5,6401
79,1207.5,2024,4451.5,6137,5184.5,6422,6750
80,738.5,2825,4714.5,6279,5995,6098,6748.5
81,573,962.5,5938.5,6682.5,6641.5,6822,6703.5
82,3489,5551,2485.5,6821,6094.5,6982,6795
83,2863,4433,1759,1746.5,1109.5,3817,6782
84,3371,4021.5,1451.5,5566.5,5813,3449,5096
85,4187.5,4785.5,1912.5,6509,3275.5,4582,6715.5
86,4459.5,5216.5,3117,5416.5,5826,3223,4325
87,6785.5,6618,3403.5,7008,6967,5102,5388.5
88,5619,6329.5,6578,7104,6970,6790,7228
89,839,1383.5,1207.5,5137,954.5,7051,7103.5
90,5199,5054,3287,6409.5,4129,6645,4719
91,1904.5,3718,5497.5,6827.5,4967,7281.5,7228
92,2420,1952.5,2085.5,3820.5,2593,7308,7339.5
93,2454,3701.5,5638,7193,1228.5,7445,7404.5
94,2647,5178.5,5864,6424.5,6153,6856,7253.5
95,3094,4890,3906,6729,6564,6414,6856
96,3950,4413.5,4922.5,7403,7267.5,6314,7348.5
97,2023,5784.5,6807,7394,7177.5,7545.5,7472.5
98,2064.5,4509.5,6912.5,7375,7177,7579.5,7524.5
99,3073.5,4915,6955.5,7608,7470.5,7702,7632.5
100,4553,3850,1335.5,4423.5,1146.5,6041.5,6949.5
101,4386.5,5832.5,7394,7743,7558,6323,6994
102,3720,5888.5,2541,6244.5,3985,7743,7673
103,3453,5245,5693,6996.5,7502,7837.5,6548
104,5819.5,7390,6725,7788.5,7518.5,5553.5,7229.5
105,7431.5,7442,7600,7955.5,7766,8127.5,7922
106,7353,7326.5,7553.5,7973.5,7798.5,7738,7939
107,6432,6731.5,7385,7878.5,7707,8009.5,7923
108,7372.5,7072.5,7212,7802.5,7602.5,8015.5,7868.5
109,7424,7430.5,7578,7886.5,7677.5,8023.5,7892
110,7455.5,7378.5,7405.5,7955.5,7653,8010,7864
111,5477.5,5556,6937.5,7898,7582.5,8000.5,7896.5
112,2160,1894.5,3247.5,7797.5,4147.5,8219.5,7936.5
113,3197.5,5860,6064.5,7937,6316,8068.5,7892
114,7331,7367.5,5634,7244.5,7555,4713.5,6518.5
115,7541.5,7422.5,7527.5,7995.5,7682.5,8199,7983
116,7641,7522.5,7690,8098.5,7795.5,8181,7953
117,7641,7551.5,7694.5,8089.5,7836,8157.5,7637
118,7544.5,7516,7702,8070.5,7791,8205,7980
119,7218.5,6986.5,7649.5,8047,6584,8176.5,7971
120,1951,2434.5,7589,8258.5,7810,8456,8156
121,2197,2853.5,2531.5,7791,4423,8356,7850.5
122,3746,5665,5493,7757,6490,8299,8134.5
123,2808.5,4887,6794.5,6911,2556.5,7847.5,8090
124,5485,3219.5,3385.5,3399.5,4154,7147.5,8121.5
125,1289.5,3397,6573.5,6091,7659.5,8086.5,8363.5
126,3405,4038,4195,6176.5,6430,7813.5,8173
127,540.5,3228.5,3259.5,8260.5,5004,8366.5,8129
128,1900.5,4755.5,5198,8284.5,4266.5,8303,8129
129,3959.5,5501,7637,8557.5,7529,8541,8286.5
130,2166.5,2792.5,4651,7883,5286.5,8315,8289.5
131,2896.5,2525,1283,4361.5,1151,7088.5,8141
132,2508.5,3964.5,6230.5,4219,5439.5,7627.5,4941.5
133,1186.5,4730.5,4528.5,8574.5,7505.5,8560.5,8269.5
134,3590,7279,6710.5,8527.5,8161,8666,8601
135,3833.5,7005.5,4423.5,8420.5,7460,8510.5,8545.5
136,6624,8526,8570,8681,8421,8800,8509
137,8378,8471.5,8201.5,8682,8473,7751.5,7571
138,5498.5,7673,8574.5,8407,8083.5,8144.5,7990
139,5279,8498,7646.5,8659,8151,4932,1331.5
140,5783,8168.5,8524.5,8831.5,8469.5,8939,8691.5
141,8398,8428,8425.5,8738,8487,8829,8572
142,4941,5509,7852,8493,7326,8684,8445
143,1962.5,6879,7905.5,8620,6100.5,8649.5,8263
144,6088,7169.5,1544.5,8044,2812,8628.5,8413.5
145,2820,7147,8649.5,8864,8582,8832,8421
146,2470,2325,8562.5,8833.5,8515,8893.5,8588.5
147,1008.5,956.5,6240,8488.5,8173,8456,8587
148,2881,3352,8594.5,8296.5,6597.5,7620,7979
149,8817.5,8308,8635,8967,8626,8900.5,7518
150,8475,7415.5,8108,7820,7720,7733.5,8398
151,8417.5,8002,7285.5,8891,8440.5,9168.5,8036.5
152,6383,7808,7393,8775,8496.5,8942,8739
153,1528,2323,4284.5,8710.5,7738,8900,8618.5
154,3146.5,7591.5,8162,8825,7629.5,8887,8713
155,7170,6988.5,7116,8717,8370.5,8844.5,8717
156,4729,6285,5365,8756,3927.5,8875,8720
157,1233.5,3726,3954,8669.5,6594,8812,8616.5
158,5790.5,6961.5,4508.5,8513,4071.5,8723,8506.5
159,8145,8372.5,8490.5,8598.5,5024,8908.5,8564.5
160,4130.5,4488,4523.5,7568.5,6095,8618.5,8662.5
161,3533.5,3524.5,5512,8325,3868,8843,8510
162,4959.5,7674,2486,6909.5,5650.5,8908.5,8561
163,4329.5,7728.5,8357.5,8753,8151.5,8931,8791.5
164,8770.5,8651,8601,8852.5,8477,8944,8756
165,7809,8007.5,8533,8812.5,8148.5,8781,8583
166,9204,9034,8660,8777.5,1305,8812,8631.5
167,8970,8886.5,8829.5,9225.5,7835.5,9257,8901
168,8890.5,8793,8813,9083,8635,9165.5,8995.5
169,9058.5,8837,8790,8951.5,7955,8891,8735.5
170,8858,8822.5,8842.5,9034.5,6954,9255.5,8916
171,8506.5,8680,8823,9184.5,7353,9269,9008
172,8655.5,8654.5,8795.5,9195,8534.5,9260,8793
173,8477.5,7777.5,8736.5,9029.5,7277,9250,8828
174,4459.5,8444.5,8723.5,8898.5,7184,9046,9052.5
175,4248,8741.5,8607.5,8793.5,7750,9041,8929.5
176,9061.5,8833,9013.5,9109.5,7474,9010,8751
177,9075,8811,8904,9130.5,8100,9142,8919
178,8924,8852,8854.5,9060,8649.5,9134.5,8914
179,9030,8859,8898,9196,8892.5,9240,8885
180,8855.5,8768,8909,9205.5,8837,9273.5,9035.5
181,8682.5,8659,8908.5,9062,8740,9077,8837
182,8470,8552.5,8796,9061,7121.5,9052.5,8747.5
183,8554,8452.5,8804,9066,3700,9106,8696.5
184,8710.5,8467.5,8792,9158.5,6508.5,9059,8331.5
185,8765.5,8591.5,8698.5,9111.5,7625,8112.5,6531.5
186,8503.5,8411.5,8637,8872.5,8681.5,8612,8082.5
187,8539,8502,8446,8575,8226.5,8050.5,8141.5
188,8805.5,8649,8378.5,8546,8213,8322,8004.5
189,8781.5,8686.5,8536.5,8632.5,8377,8528,8247
190,8696,8533,8747,8845.5,8616.5,8571.5,8335
191,8711.5,8638.5,8775,9086.5,8762,8959,8542.5
192,8825,8606,8701.5,9118.5,8717.5,9106.5,8384
193,8761,8670.5,8797,8992.5,8133.5,9110,8327.5
194,8781.5,8601,8878.5,8995.5,8510.5,9034.5,8410.5
195,8930.5,8787.5,8812,8970.5,8436.5,8947,8586
196,8778.5,8618,8598.5,8736,8508,8759.5,8296
197,8767.5,8561,8618,8640.5,8282,8275.5,7878
198,8667,8540,8593,8340.5,7441,7701.5,7871
199,8635.5,8398,8301.5,7965,6962,7991,7717
200,8602,8519,8117,8088,4940.5,2520,7800.5
201,8542,8264.5,6508.5,7471.5,7403.5,5663.5,7049.5
202,5837.5,6148.5,7687.5,7210.5,6500,6777.5,5807.5
203,7017.5,7667,8081.5,8108.5,6714.5,7594.5,7250
204,7931.5,8062.5,8166.5,8401,5415.5,8425,8041
205,8043,8196,8330,8526,7524.5,8492.5,8102.5
206,8012,8147,8190,8438.5,8188,8497,8332
207,8340,8264.5,8329,8337,8109,8175,8169
208,8399,8239,7973,7544,7978.5,8098,7902.5
209,8310.5,8236.5,8323.5,8501.5,8232,8301,7296.5
210,8198.5,7969,8295,8641.5,7391.5,8618.5,7781.5
211,7747.5,7974.5,8377,8617,8291,8821.5,8110.5
212,8420.5,8186,8282.5,8683.5,8346,8705,7524
213,8387,8272,8251,8566,8352,8554,7906.5
214,8373,8230.5,8223,8405,8153.5,8348.5,8042.5
215,8231.5,8109,8121,8336.5,7833,8443,8139
216,8048,7886,8038.5,8258.5,7626.5,8267,7733.5
217,8109,7964.5,7847.5,7993.5,7802.5,7842.5,6865.5
218,8208,8171,8041.5,8094.5,6893,7885,7533
219,8220.5,8128,8283,8174,7924.5,7791,7270
220,8179.5,8062,8159.5,7403.5,7543,1323,2799.5
221,8221,8043,7884.5,5172.5,3523.5,5332.5,7317.5
222,8142,7740.5,7310,6632.5,7415,7371,7124
223,7811,7653.5,7454,7301,7382.5,6049,7507.5
224,7643.5,7509.5,5756,7051,7281,6846,6599
225,7612.5,7130.5,6300,7549,7399.5,5161.5,7303.5
226,7721,7668,7368,7359.5,7254,7453.5,7482
227,7784.5,7825,7877.5,7829.5,6998,7560.5,7406
228,7691,7624,7932,8096.5,5768.5,7817,7514
229,7579.5,7500,7789.5,8091,5825.5,8082.5,7595.5
230,7502.5,7522.5,7699,8019,7798,7458,7353.5
231,7254,7426,7660.5,7896,7779.5,7870,7520
232,7565,7590,7760,7894.5,7800,7747,7279.5
233,7648,7582,7831,7736.5,7621.5,7488,7188.5
234,7627,7628.5,7853,7569,7324,7385,7050.5
235,7645,7579,7560,7379,7165,7097,1798.5
236,7455.5,7508,7498.5,7443.5,7237,7363,6927
237,7350,6650.5,7582,7654,7112,7617.5,7179
238,7459.5,7420,7545,7657,7496.5,6451,6696.5
239,7409,7070.5,7123,7428.5,7289,7371.5,7137
240,7256.5,7138.5,7041.5,6788.5,6800,6014,6964.5
241,7221.5,7107,6994,6859.5,6803,6855.5,7131.5
242,7176.5,7121.5,7052.5,5728,6199,5626.5,6986
243,7026,7030,6973,6861,6336.5,5371,6114
244,7018,6926.5,6486,6750.5,5988.5,6643.5,5099
245,6822,5950,6341,4404.5,4752,4016.5,2662.5
246,6329,5781.5,1929,1948.5,1207,2716,6766.5
247,2535.5,5979,5960,6422,1422,7017,6897
248,3228.5,6024,6174,5331,4206,6153.5,6824.5
249,3265,6212.5,5985.5,6649,3979.5,6839.5,6758.5
250,6218.5,5756.5,6457,6422.5,5894.5,6970,6547
251,4538,6508,5070.5,6919,5044,7036,6685
252,6158.5,6449,6806,6926,5817.5,7031.5,6594.5
253,6390.5,6444,6283,7075.5,6514,6937.5,5935
254,6339.5,6354,6628,6976.5,6903.5,7104.5,6787
255,6408.5,6405.5,6438,6930,6312.5,7072.5,6833.5
256,6315.5,6230.5,6348.5,6820.5,6572,6914.5,6784
257,6081,6204.5,6282,6552,6048.5,6801.5,6669
258,6300.5,6307,6309.5,6664,6145,6825.5,6205
259,6307.5,6396,6491,6937.5,6480.5,6869.5,6380
260,6107,6267.5,6599,6948,6246,7120.5,6692.5
261,5475.5,6146.5,6476,6850,5811,7025,6882.5
262,6140,6148,6203.5,6598.5,824.5,6771,6802.5
263,5993.5,5982.5,6242,6397,2968.5,6653.5,6653
264,5773,5786,6095.5,6327.5,5252,6664.5,6371.5
265,5104,3427,5322,6304.5,4626,6516.5,6445
266,5517.5,5171,4644,6231,3619,6491,6332.5
267,2963,3588,5652.5,6254.5,5817.5,6580,6403.5
268,4557.5,1815.5,873.5,6058.5,2162.5,6398,6402
269,727,2108,5509,4512,2399,6408,6341
270,5442.5,5591,5469,6179,6104,6396,6160
271,5512.5,5262,4888,5974,5871,6374.5,6294
272,5546,5388.5,5538.5,5894.5,4190.5,6099,6146
273,2563,5318,4981,5902.5,4913.5,6112.5,6101
274,3910,4449,5653.5,6081,736.5,6141,5955.5
275,4681.5,4976,5345,6007.5,4905.5,6079.5,6038.5
276,5266.5,5381,5613,5957.5,5896.5,6126,6027
277,5283,5428.5,5676,6033,5962.5,6194,6200.5
278,4466.5,4546.5,5027,5994,6002.5,6169.5,6151
279,5130.5,5213.5,5365,5794.5,5194.5,5578,5903
280,4128,5116.5,5454.5,5884,5744.5,5297.5,5555
281,4524,5147,5357.5,5735.5,5648.5,6005,5990
282,4820,5213,5487,5814,5754.5,5923,5805
283,4270.5,5069.5,5414,5686,5496,5617,5308
284,3533,3469,3536,5032.5,4932,5503.5,5502
285,3562,4817.5,5162,5647.5,5090,5352.5,5370
286,3845.5,4368,5007.5,5218,4000,5586.5,5681.5
287,4742,4902.5,5001,5323,5139.5,5482,5402
288,4779,4925.5,5166,5443.5,5389,5600,5452
289,4522,4840,5121,5460,5468,5606.5,5640.5
290,4607.5,4743.5,4989.5,5320,5310.5,5539,5559.5
291,4588,4663,4885.5,4860,4862.5,5412,5491
292,4632.5,4680,4876.5,5049.5,5044,5282,5346
293,4314,4409.5,4014,4987.5,4320,5270,5139.5
294,4208,4270.5,4566,4909.5,4893.5,5101,4720.5
295,3749.5,3898,4500.5,4857,4545,4054.5,4284
296,761,1187,752.5,3406.5,3361,3637.5,4230
297,4011,4233.5,1814.5,4068.5,4859.5,4691,4428
298,4154.5,4272.5,4410,3893.5,4715.5,4509.5,4925.5
299,3305.5,4019.5,4322,4671,4534,4947,4964.5
300,2321.5,1817.5,2633.5,4415.5,4498,4851,4932
301,4037.5,4085.5,1705.5,3427.5,3123,4218,4587.5
302,4037,4243.5,4245.5,4463,4576,3765,4572
303,1447,2196.5,4369,4659,4689,4740,4676.5
304,2919,2270,4090,4590.5,4558,4726,4695.5
305,3515.5,3659,2710,4442.5,4474.5,4406,4742.5
306,1485,2513.5,4125.5,4507.5,4510.5,4732.5,4745.5
307,2737,3504.5,3970.5,4420,4506,4704,4724.5
308,3691,3655,4163.5,4522.5,4488.5,4586,4679
309,1229.5,1704.5,3480.5,4444,4457,4649.5,4571.5
310,803,1102,760,3879,2226,4249,4423
311,938,1917,2163,3583,2803.5,2872,3411
312,2849.5,3567,1555.5,4342,4391,4537,4435
313,562.5,786,1532.5,4046,4154.5,4398,4482
314,3459.5,2110,2077.5,2322.5,1543,1086,1181
315,3346.5,3206.5,2518,4200,4260.5,4270,3372
316,2404,2910.5,3237,4154.5,4176.5,4330,4296.5
317,3321,3314,2486.5,4102.5,4117.5,4325,4295.5
318,1261,2081,1032.5,4153.5,4031,4305.5,4281.5
319,1362.5,1770,2117,3760,3555,4277.5,4350.5
320,1202.5,3232,3195,3960.5,2749,4196,4017.5
321,2708.5,3328.5,3643,3960.5,3986.5,4143.5,4187.5
322,2785.5,3320,3671.5,3967,3844.5,3623,3826.5
323,1039.5,2874.5,3488.5,3933,3995.5,4198,4284.5
324,343.5,1360,3405.5,3836,3870,4085,4114.5
325,713,2130,3130.5,3821.5,3764,4052.5,3551
326,225,514.5,2109.5,3667.5,3464,3947.5,4062
327,1281,2184.5,2582,3708,3659.5,3999.5,3916
328,1778,2765,3425.5,3650.5,3740.5,3871,3960
329,200,2033,3447,3676,3650,3525.5,3611.5
330,947.5,690,771.5,2531.5,1340,2347,2672
331,2128,2921,1766.5,1518.5,474,1107.5,3316
332,544,489.5,1605.5,3068,2751,3196.5,3377.5
333,116,303,1880.5,3453,3445.5,3682,3627.5
334,1029,2812,1827.5,2649.5,589,3699.5,3792.5
335,1279.5,868,2988,3426,3181.5,3675,3591
336,500.5,1785.5,1230.5,3497,678.5,3638,3563
337,2468.5,2338,2714.5,3632.5,2624,3685,3459.5
338,627.5,1334,2459.5,3627,3624,3013,2480.5
339,2711,2905,1561.5,3483,3545.5,3527,1803
340,981.5,2024,3187.5,3522,3603,3762.5,3812.5
341,1883.5,1009.5,3105,3319.5,3440,3682,3402
342,2669.5,2923.5,1595,3580.5,3665,3708,3611.5
343,1863,2373.5,2889.5,3544,3613,3693,3682.5
344,1357.5,1630.5,2612.5,3423.5,3452,3669.5,3655.5
345,1890,2243.5,2849,3428.5,3474,3642,3642.5
346,676,1140,1886.5,3423,3461,3634.5,3694
347,2558,2768.5,2595,3092.5,3457.5,3543,3655
348,2348,2411,3165.5,3354.5,3420.5,968,3108.5
349,2640,2812,3082.5,3366.5,3500,3505,3401.5
350,2641,2787,3075,3348,3421,3551,2402.5
351,2722.5,1928.5,2958,3214.5,856.5,2908.5,3439.5
352,2751.5,2508,791,3072,735.5,1898.5,3306
353,1967,2500.5,550.5,2836.5,2940,3648,3583.5
354,2652.5,2914.5,850,3347,2593.5,3247.5,3732
355,2720,2890,688,3448.5,3505.5,3703,3686
356,2730.5,2941,3176,3528.5,3575,3697,3766.5
357,832.5,1687,2576,3341.5,3552.5,3741,3778
358,821,2345.5,3030,3351,3456,3604,3661.5
359,2550.5,2159.5,2384,2692,2802.5,2530.5,2803.5
360,1449,2640,2899,3396.5,3365.5,3688.5,3706
361,2242.5,2742.5,3180,3440.5,3278,3618,3625
362,2646.5,2572.5,2820,3384.5,3418.5,3415.5,3515.5
363,1458,2053.5,2810.5,3390,2974.5,3543.5,3720.5
364,2439,2404.5,2887.5,3450,1861.5,3464.5,3581
365,244,1224.5,2428,3316,3283.5,3587.5,3601
366,293.5,1033,744,3184.5,1518,3569,3485.5
367,247,1902.5,2930,2779.5,2032,3357,3277.5
368,598.5,1296,969.5,2410,704.5,3568,2496.5
369,2469.5,2917,3240.5,3585.5,3650,3808,3857.5
370,220,722,1380,2330.5,3058.5,3372,3586.5
371,1574,531,2163.5,3440.5,3155,3720,3838
372,1573,910,687,3124,1341,2609,1719.5
373,733,345,706,1481.5,530,1315,2280.5
374,242,259,1662,3143,1241.5,2846,3281
375,290.5,345.5,1296.5,3421,2443,3463,3487
376,140.5,349,719.5,2553,1174,3613.5,3711.5
377,735,1691.5,1194,3671,3381,3810.5,3749.5
378,376,334,810.5,3342.5,2874,3753,3925.5
379,1037.5,523,248,2571,317,3037,3758
380,191.5,503.5,1077,3290.5,3125,3372.5,3671
381,307.5,2253.5,1285.5,3336.5,3838.5,3256.5,3364.5
382,86,312,2805,3757.5,3751.5,3841.5,3750.5
383,739.5,1277,3305,3206,2977.5,3007,3460.5
384,1762.5,1714,1629,2686.5,2572.5,2571.5,2936.5
385,2292.5,2772,1744,3952,3969.5,4151.5,4153.5
386,852.5,2033.5,1791,3904.5,3902.5,4211.5,3848.5
387,564.5,1161.5,2543,3831.5,3532.5,4065,4023.5
388,825.5,2712,1632,4024,4041.5,4217,4271
389,1607.5,758.5,1411.5,4086.5,4151,4293,4327.5
390,246,1336.5,2232,3360,3043,3382,3818
391,1433.5,1571,3563.5,4025,3869,3861.5,3748.5
392,1268,456.5,2493,4119.5,3192,4309.5,4402.5
393,895.5,2637,943.5,1719,2630,3295,4306
394,2440,2502,3300.5,4251.5,4239.5,4514.5,4502
395,665.5,888,1933,2711,937.5,3372.5,3909.5
396,187.5,537,678,2702.5,2410,4228,4479
397,177,169,308.5,2397.5,625.5,3714.5,4085
398,486.5,343.5,200,387.5,331,555.5,1754.5
399,1220,2229,3984.5,4363.5,3693.5,4460.5,4329.5
400,224,537.5,1766.5,3760.5,2812,4434,4641.5
401,211.5,449.5,803.5,864.5,549.5,1337,3931.5
402,359,173.5,255.5,2587,1737.5,4076.5,4684
403,2240.5,1188,878,4223.5,3150.5,2958,2078
404,3750.5,4005,2170.5,4670,4692,4817.5,4813.5
405,413.5,615.5,2790.5,4356,4077,4711.5,4826
406,1239.5,1802,3841,4578.5,2964.5,4425,4843.5
407,1158.5,509,504.5,3264,2209,4373,4434
408,1528,1871.5,1872,4747,4611,4919,4489
409,698.5,1473.5,1470,706,403.5,892.5,1133
410,2515,4257,4525,4715.5,4582,4828,3946.5
411,506,483,1547,4332.5,2744,4869.5,5205.5
412,1222,3018,3854.5,3174.5,3754,1734,711.5
413,2042.5,3239.5,4481,5040.5,4904,5289.5,5226.5
414,293,498.5,416.5,1925,1026,2679.5,3880
415,1138,2218,3932.5,4219.5,5160.5,4970.5,3258
416,282,436,855,4556,3599.5,4029.5,4566
417,1241,3805,3386.5,4711,2476,2827.5,5360
418,573,1048,849.5,1284,555.5,5294.5,5262.5
419,4227,4363.5,4750.5,4595.5,3947,4537,3520
420,1442,2778.5,4646,5010,4930.5,5075,5574.5
421,3115.5,4125.5,4626.5,5199.5,5418.5,5143,5651.5
422,2051,4600,4984.5,5496,5431,5719,5753
423,2474,2634.5,2991,5625.5,5558.5,5826,5819.5
424,1784.5,3585,4340.5,5513,5608,5876,5927.5
425,1812,4027.5,3719,5719.5,5546,5947,5618.5
426,5264,5245,3413,5638,1351,5849.5,5884.5
427,5347.5,5455,5249.5,5653,4297,4843,5733
428,1538,1004,1828,5428,2173,5861.5,5815
429,5425.5,5505.5,2137,5998.5,4723.5,5613.5,4038.5
430,2618.5,2200,4282,5893.5,5905.5,6268,6249
431,2405,5408.5,4596,5979,5852.5,6186.5,6124
432,5409,5349.5,5594,6102,5321.5,5865,6245
433,3748,5322,5802,6239,6174.5,6400,5674
434,4742,5167.5,5175.5,6257,6226.5,6451,6275
435,2759,2806,4608,5522,4917.5,5878.5,6208
436,2895.5,2830,2882,3520,2967,5064,3551
437,5569,5645,3114,2886,5410,2508.5,3746
438,4706.5,5251,5765,6256.5,6084,5946,6242
439,5778.5,4527,4039.5,5463.5,1100,6080.5,6197.5
440,5973,5858,5028,6359.5,4740,6415,6279
441,5896.5,6035,5905,6603,5731.5,6762,6505.5
442,5355.5,5265.5,5378,6515,5671,6666,6679.5
443,4684.5,4398.5,5042,6275.5,5087,6012.5,6401
444,1207.5,2024,4451.5,6137,5184.5,6422,6750
445,738.5,2825,4714.5,6279,5995,6098,6748.5
446,573,962.5,5938.5,6682.5,6641.5,6822,6703.5
447,3489,5551,2485.5,6821,6094.5,6982,6795
448,2863,4433,1759,1746.5,1109.5,3817,6782
449,3371,4021.5,1451.5,5566.5,5813,3449,5096
450,4187.5,4785.5,1912.5,6509,3275.5,4582,6715.5
451,4459.5,5216.5,3117,5416.5,5826,3223,4325
452,6785.5,6618,3403.5,7008,6967,5102,5388.5
453,5619,6329.5,6578,7104,6970,6790,7228
454,839,1383.5,1207.5,5137,954.5,7051,7103.5
455,5199,5054,3287,6409.5,4129,6645,4719
456,1904.5,3718,5497.5,6827.5,4967,7281.5,7228
457,2420,1952.5,2085.5,3820.5,2593,7308,7339.5
458,2454,3701.5,5638,7193,1228.5,7445,7404.5
459,2647,5178.5,5864,6424.5,6153,6856,7253.5
460,3094,4890,3906,6729,6564,6414,6856
461,3950,4413.5,4922.5,7403,7267.5,6314,7348.5
462,2023,5784.5,6807,7394,7177.5,7545.5,7472.5
463,2064.5,4509.5,6912.5,7375,7177,7579.5,7524.5
464,3073.5,4915,6955.5,7608,7470.5,7702,7632.5
465,4553,3850,1335.5,4423.5,1146.5,6041.5,6949.5
466,4386.5,5832.5,7394,7743,7558,6323,6994
467,3720,5888.5,2541,6244.5,3985,7743,7673
468,3453,5245,5693,6996.5,7502,7837.5,6548
469,5819.5,7390,6725,7788.5,7518.5,5553.5,7229.5
470,7431.5,7442,7600,7955.5,7766,8127.5,7922
471,7353,7326.5,7553.5,7973.5,7798.5,7738,7939
472,6432,6731.5,7385,7878.5,7707,8009.5,7923
473,7372.5,7072.5,7212,7802.5,7602.5,8015.5,7868.5
474,7424,7430.5,7578,7886.5,7677.5,8023.5,7892
475,7455.5,7378.5,7405.5,7955.5,7653,8010,7864
476,5477.5,5556,6937.5,7898,7582.5,8000.5,7896.5
477,2160,1894.5,3247.5,7797.5,4147.5,8219.5,7936.5
478,3197.5,5860,6064.5,7937,6316,8068.5,7892
